mms,title,lds19,publisher,format,genre,lds03,trove_note,trove_url,
9910251373607636,"Banner (Melbourne, Vic.) | The Banner.",1853-1854,"Melbourne, Vic. : Printed and published for the proprietors by Hugh M'Coll",,Newspapers,Australia--Victoria--Melbourne,,http://nla.gov.au/nla.news-title805,Y
9910251283607636,Chiltern leader.,1896-1898,"Chiltern, Vic. : O'Hara and Hill",3 volumes ; 63-69 cm,Newspapers,Australia--Victoria--Chiltern,,http://nla.gov.au/nla.news-title1495,Y
9910249243607636,The Morwell advertiser and weekly chronicle.,1887-1888,"Morwell, Vic. : W. Seccombe and W.E. Kemp",,Newspapers,Australia--Victoria--Morwell,,http://nla.gov.au/nla.news-title132,Y
9910248923607636,"Elmore standard (Elmore, Vic.) | The Elmore standard.",1881-1969,Elmore Vic. : H. Cotton,v.,Newspapers,Australia--Victoria--Elmore,,http://nla.gov.au/nla.news-title1483,Y
9910248713607636,"Jewish weekly news (Melbourne, Vic.) | The Jewish weekly news.",1933-1935,Melbourne : Jewish weekly news,v. ; 44 cm.,Newspapers | Periodicals,Australia--Victoria--Melbourne,,http://nla.gov.au/nla.news-title1707,Y
9910248573607636,"Kyneton observer (Kyneton, Vic. : 1856) | The Kyneton observer.",1856-1858,"Kyneton, Vic. : George John Sands",volumes : 60 cm,Newspapers,Australia--Victoria--Kyneton,,http://nla.gov.au/nla.news-title1324,Y
9910230293607636,"The Ballan times and Egerton, Gordon, Blakeville and Myrniong standard.",1895-1899,"Ballan, Vic. : T.A. Colebrook",v.,Newspapers,Australia--Victoria--Ballan,,http://nla.gov.au/nla.news-title1765,Y
9910230263607636,"The Ballan times and Blackwood, Blakeville and Myrniong standard.",1893-1895,Ballan Vic. : W.H. Bosanko,v.,Newspapers,Australia--Victoria--Ballan,,http://nla.gov.au/nla.news-title1764,Y
9910230253607636,"The Ballan times and Gordon, Egerton, Wallace, Millbrook and Blackwood advertiser.",1890-1893,Ballan Vic. : W.H. Bosanko,v.,,Australia--Victoria--Ballan,,http://nla.gov.au/nla.news-title1763,Y
9910221003607636,Williamstown chronicle.,1856-1964,Williamstown Vic. : J.B. Stephens,v.,Newspapers,Australia--Victoria--Williamstown,,http://nla.gov.au/nla.news-title193,Y
9910214863607636,"Journal (Traralgon, Vic.) | The journal : Glengarry, Toongabbie and Cowwarr journal.",1923-1962,Traralgon Vic. : H. Chappell,v. : ill. ; 41 cm.,,Australia--Victoria--Traralgon,,http://nla.gov.au/nla.news-title1871,Y
9910200263607636,The Rutherglen sun.,1885-1885,"Rutherglen, Vic. : J.C. Hart",v. ; 62-76 cm.,Newspapers,Australia--Victoria--Rutherglen,,http://nla.gov.au/nla.news-title1727,Y
9910173743607636,"Weekly free press, and Port Phillip commercial advertiser.",1841-1841,"Port Phillip, Vic. : James Shanley",v. : ill.,Newspapers,Australia--Victoria--Melbourne,,http://nla.gov.au/nla.news-title1496,Y
9910155743607636,"Port Phillip gazette (Melbourne, Vic. : 1851) | The Port Phillip gazette.",1851-1851,Melbourne : T. McCombie and W. Kerr,v.,Newspapers,Australia--Victoria--Melbourne,,http://nla.gov.au/nla.news-title1139,Y
9910146793607636,"Free-lance (Melbourne, Vic.) | The free lance.",1896-18uu,Melbourne : W. Harrison,v,Newspapers,Australia--Victoria--Melbourne,,http://nla.gov.au/nla.news-title873,Y
9910139123607636,"Chinese times (Melbourne, Vic.) | The Chinese times = Meilibin bu ai guo bao.",1902-1922,Melbourne Vic. : T.C. Luke,v. ; 38-60 cm.,Newspapers,Australia--Victoria--Melbourne,,http://nla.gov.au/nla.news-title705,Y
9910135073607636,"The Nagambie herald and Avenel, Murchison and Goulburn Valley advertiser [microform]",18uu-18uu,"Nagambie, Vic. : T.W. Shervill",v. ; 56 cm.,,Australia--Victoria--Nagambie | Australia--Victoria--Avenel | Australia--Victoria--Murchison | Australia--Victoria--Goulburn Valley,,http://nla.gov.au/nla.news-title1767,Y
9910093273607636,Kyabram union [microform],1886-1894,"Kyabram, Vic. : H.S. Somer.",v. ; 62 cm.,,Australia--Victoria--Kyabram,,http://nla.gov.au/nla.news-title196,Y
9910067213607636,Benalla ensign (1938) | Benalla ensign [microform],1938-1965,"Benalla, Vic. : Benalla Ensign Pty. Ltd.",v. : ill. ; 43 cm.,,Australia--Victoria--Benalla,,http://nla.gov.au/nla.news-title216,Y
9910047333607636,The Maffra spectator.,1881-1981,Maffra Vic. : James Ryan.,v.,Newspapers,Australia--Victoria--Maffra,,http://nla.gov.au/nla.news-title209,Y
9910041563607636,"The Nagambie herald and Avenel, Murchison and Goulburn Valley advertiser.",1873-18uu,"Nagambie, Vic. : T.W. Shervill",v. ; 56 cm.,,Australia--Victoria--Nagambie | Australia--Victoria--Avenel | Australia--Victoria--Murchison | Australia--Victoria--Goulburn Valley,,http://nla.gov.au/nla.news-title1767,Y
9910041393607636,Kyabram union.,1886-1894,"Kyabram, Vic. : H.S. Somer.",v. ; 62 cm.,,Australia--Victoria--Kyabram,,http://nla.gov.au/nla.news-title196,Y
9910033713607636,Fitzroy city press.,1881-1920,"Fitzroy, Vic. : H.W. Fletcher",v.,Newspapers,Australia--Victoria--Fitzroy,,http://nla.gov.au/nla.news-title152,Y
9910029383607636,"Mountaineer (Ferntree Gully, Vic.) | The mountaineer.",1920-19uu,"Ferntree Gully, Vic. : Mountaineer Newspaper Co. Pty. Ltd.",v. : ill. ; 44 cm.,,Australia--Victoria--Ferntree Gully,,http://nla.gov.au/nla.news-title1713,Y
9910000033607636,The Melbourne courier.,1845-1846,Melbourne : Samuel Goode,v. ; 58 cm.,,Australia--Victoria--Melbourne,,http://nla.gov.au/nla.news-title1024,Y
9910000003607636,The Melbourne weekly courier.,1844-1845,Melbourne : Samuel Goode,v. ; 44 cm.,,Australia--Victoria--Melbourne,http://www.slv.vic.gov.au/headerimages/pamphlet.gif,http://nla.gov.au/nla.news-title1023,Y
999977283607636,The Alexandra times.,1868-1877,"Alexandra, Vic. : N. Whitelaw",v.,Newspapers,Australia--Victoria--Alexandra,,http://nla.gov.au/nla.news-title153,Y
999977273607636,The Alexandra times [microform].,1868-1877,"Alexandra, Vic. : N. Whitelaw",v.,,Australia--Victoria--Alexandra,,http://nla.gov.au/nla.news-title153,Y
999968013607636,"Western press and Camperdown, Colac, Mortlake and Terang representative.",1866-1870,"Camperdown, Vic. : Higgins & Rossiter",v.,,Australia--Victoria--Camperdown | Australia--Victoria--Colac | Australia--Victoria--Mortlake | Australia--Victoria--Terang,,http://nla.gov.au/nla.news-title1847,Y
999965943607636,The Coburg leader.,1890-1913,Coburg Vic. : W. Admans,v.,,Australia--Victoria--Coburg,,http://nla.gov.au/nla.news-title207,Y
999965853607636,Broadmeadows camp sentry.,1917-19uu,"Broadmeadows, Vic.? : Australian Army",v.,,Australia--Victoria--Broadmeadows,,http://nla.gov.au/nla.news-title294,Y
999958123607636,Box Hill reporter.,1925-1964,"Box Hill, Vic. : Box Hill Reporter",v.,Newspapers,Australia--Victoria--Box Hill,,http://nla.gov.au/nla.news-title1575,Y
999953803607636,The Kerang times.,1889-1901,"Kerang, Vic. : Kerang Times Pub. Co.",v. : ill. ; 44 cm.,Newspapers,Australia--Victoria--Kerang,,http://nla.gov.au/nla.news-title211,Y
999824373607636,The Benalla ensign and farmer's and squatter's journal.,1868-1872,"Benalla, Vic. : Benalla Ensign.",v.,Newspapers,Australia--Victoria--Benalla,,http://nla.gov.au/nla.news-title223,Y
999824033607636,Benalla ensign (1938) | Benalla ensign.,1938-1986,"Benalla, Vic. : Benalla Ensign Pty. Ltd.",v. : ill. ; 43 cm.,Newspapers,Australia--Victoria--Benalla,,http://nla.gov.au/nla.news-title216,Y
999821883607636,The Bendigo advertiser.,1853-2003,"Sandhurst, Vic. : R.R. Haverfield",v. ; 41-70 cm.,,Australia--Victoria--Bendigo,,http://nla.gov.au/nla.news-title346,Y
999803193607636,The Portland guardian.,1876-1964,"Portland, Vic. : Portland Guardian",v. ; 44-63 cm.,Periodicals | Newspapers,Australia--Victoria--Portland,,http://nla.gov.au/nla.news-title109,Y
999793033607636,Kyabram free press (1892) | Kyabram free press.,1892-1894,"Kyabram, Vic. : C. Bollinger",3 v. : ill. ; 41 cm.,,Australia--Victoria--Kyabram,,http://nla.gov.au/nla.news-title1838,Y
999755453607636,"Star (Ballarat, Vic.) | The star.",1855-1864,"Ballarat, Vic. : Thomas Comb",v. ; 57 cm.,Newspapers,Australia--Victoria--Ballarat,,http://nla.gov.au/nla.news-title189,Y
999740883607636,The banner of Belfast.,1855-1876,"Belfast, Vic. : Michael O' Reilly",v. : illustrations ; 52 cm,Newspapers,Australia--Victoria--Port Fairy,,http://nla.gov.au/nla.news-title1895,Y
999693823607636,The English and Chinese advertiser.,185u-18uu,Ballaarat : Robert Bell,v. ; 41 cm.,Newspapers,Australia--Victoria--Ballarat,,http://nla.gov.au/nla.news-title685,Y
9910200313607636,The Rutherglen sun and Murray Valley advertiser.,1886-1886,"Rutherglen, Vic. : T. Drenen",v.,Newspapers,Australia--Victoria--Rutherglen | Australia--Victoria--Murray Valley Region,,http://nla.gov.au/nla.news-title1728,Y
9910173733607636,The Port Phillip gazette.,1838-1845,Melbourne : George Arden and Thomas Strode,v. ; 44 cm.,Newspapers,Australia--Victoria--Melbourne | Australia--Victoria--Port Phillip District,,http://nla.gov.au/nla.news-title1137,Y
9910250593607636,"The Yarrawonga mercury and Lake Rowan, Tungamah and Mulwala (N.S.W.) news.",1879-1882,"Yarrawonga, Victoria : John Mitchell",volumes : 62 cm,Newspapers,Australia--Victoria--Yarrawonga | Australia--Victoria--Lake Rowan | Australia--Victoria--Tungamah | Australia--New South Wales--Mulwala,,http://nla.gov.au/nla.news-title1862,Y
999705973607636,The Eltham and Whittlesea Shires advertiser and Diamond Creek Valley advocate.,1917-1922,"Evelyn, Vic. : Robert Charles Harris",v.,,Australia--Victoria--Eltham | Australia--Victoria--Whittlesea | Australia--Victoria--Diamond Creek Valley,,http://nla.gov.au/nla.news-title147,Y
9910248193607636,The Yarrawonga mercury and Southern Riverina advertiser.,1897-1927,"Yarrawonga, County of Moira, Colony of Victoria : C. Mitchell",volumes : 68 cm,Newspapers,Australia--Victoria--Yarrawonga | Australia--New South Wales--Southern Riverina,,http://nla.gov.au/nla.news-title1825,Y
9910234223607636,"Bunyip and Garfield express : Nar-Nar-Goon, Tynong, Pakenham & Bunyip South representative.",1883-1979,Drouin Vic. : H.S. Davy,v.,Newspapers,Australia--Victoria--Bunyip | Australia--Victoria--Garfield | Australia--Victoria--Drouin | Australia--Victoria--Melbourne | Australia--Victoria--Warragul,,http://nla.gov.au/nla.news-title1896,
9910193683607636,The Snowy River mail and Tambo and Croajingolong gazette.,1890-1911,"Orbost, Vic. : Reece and Ross",v.,,Australia--Victoria--Orbost | Australia--Victoria--Tambo | Australia--Victoria--Croajingolong,,http://nla.gov.au/nla.news-title960,
9910029483607636,Essendon & Flemington chronicle.,18uu-1uuu,Melbourne : Rae Bros.,v.,Newspapers,Australia--Victoria--Essendon | Australia--Victoria--Flemington | Australia--Victoria--Melbourne,,http://nla.gov.au/nla.news-title1826,
9910000913607636,"Courier (Coburg, Vic.) | The courier [microform].",1932-1933,Moreland Vic. : Challenge Press Pty. Ltd.,v.,Newspapers,Australia--Victoria--Brunswick | Australia--Victoria--Coburg | Australia--Victoria--Moreland,,http://nla.gov.au/nla.news-title1934,
9910000903607636,Brunswick & Coburg courier [microform].,1933-1934,Moreland Vic. : Challenge Press Pty. Ltd.,v.,Newspapers,Australia--Victoria--Brunswick | Australia--Victoria--Coburg | Australia--Victoria--Moreland,,http://nla.gov.au/nla.news-title1920,
999998153607636,Brunswick & Coburg courier.,1933-1934,"Moreland, Vic. : Challenge Press Pty. Ltd.",v. ; 44 cm.,,Australia--Victoria--Brunswick | Australia--Victoria--Coburg | Australia--Victoria--Moreland,,http://nla.gov.au/nla.news-title1920,
9921506063607636,Fern Tree Gully and district times [microform],1953-1956,Boronia Vic. : The Times,v.,Newspapers,Australia--Victoria--Boronia | Australia--Victoria--Ferntree Gully,,http://nla.gov.au/nla.news-title1716,
9921150443607636,The Elsternwick leader.,1888-1888,North Brighton Vic. : T.M. Donaldson & Co.,v.,Newspapers,Australia--Victoria--Elsternwick | Australia--Victoria--North Brighton,,http://nla.gov.au/nla.news-title199,
9921150433607636,The Elsternwick leader and district record.,1887-1888,Brighton Vic. : H. Lemon and A.H. Richardson,v.,Newspapers,Australia--Victoria--Elsternwick | Australia--Victoria--Brighton,,http://nla.gov.au/nla.news-title198,
9921150423607636,The Elsternwick leader and Caulfield and Balaclava guardian.,1887-1887,Brighton Vic. : H. Lemon and A.H. Richardson,v.,Newspapers,Australia--Victoria--Elsternwick | Australia--Victoria--Brighton,,http://nla.gov.au/nla.news-title200,
9920299853607636,"The Morwell advocate and Narracan, Boolara & Mirboo chronicle.",1886-1886,"Morwell, Vic. : W. Seccombe and W.E. Kemp",v. ; 62 cm.,Newspapers,Australia--Victoria--Morwell | Australia--Victoria--Boolara,,http://nla.gov.au/nla.news-title1734,
9910524003607636,West Gippsland gazette.,1898-1930,"Warragul, Vic. : A.J. Harvey",v.,Newspapers,Australia--Victoria--Warragul | Australia--Victoria--Gippsland,,http://nla.gov.au/nla.news-title136,
9910523873607636,West Gippsland gazette [microform].,1898-1930,"Warragul, Vic. : A.J. Harvey",v.,Newspapers,Australia--Victoria--Warragul | Australia--Victoria--Gippsland,,http://nla.gov.au/nla.news-title136,
9910308983607636,Essendon gazette (1900) | Essendon gazette.,1900-1905,"Moonee Ponds, Vic. : C. Mott & Co.",v.,Newspapers,Australia--Victoria--Essendon | Australia--Victoria--Moonee Ponds,,http://nla.gov.au/nla.news-title1841,
9910253803607636,Fern Tree Gully and district times.,1953-1956,Boronia Vic. : The Times,v.,Newspapers,Australia--Victoria--Boronia | Australia--Victoria--Ferntree Gully,,http://nla.gov.au/nla.news-title1716,
9910251993607636,The Morwell advocate and Boolara & Mirboo chronicle.,1886-1886,"Morwell, Vic. : W. Seccombe and W.E. Kemp",v.,Newspapers,Australia--Victoria--Morwell | Australia--Victoria--Boolara,,http://nla.gov.au/nla.news-title1733,
9910244513607636,"The Narracan Shire advocate and Yallourn brown coal mine, Walhalla and Thorpdale lines echo [microform]",1923-1943,"Moe, Vic. : D.H.V. Bennett",v.,,Australia--Victoria--Narracan | Australia--Victoria--Moe,,http://nla.gov.au/nla.news-title1735,
9910244493607636,"The Narracan Shire advocate and Yallourn brown coal mine, Walhalla and Thorpdale lines echo.",1923-1943,"Moe, Vic. : D.H.V. Bennett",v.,,Australia--Victoria--Narracan | Australia--Victoria--Moe,,http://nla.gov.au/nla.news-title1735,
9910221723607636,The Wodonga & Towong sentinel.,18uu-1960,Wodonga Vic. : J. Ryan and W.O. Taylor,v.,,Australia--Victoria--Wodonga | Australia--Victoria--Towong,,http://nla.gov.au/nla.news-title204,
9910214883607636,Tungamah & Lake Rowan express.,1882-1883,"Tungamah, Vic. : J. Mitchell",29 v.,,Australia--Victoria--Tungamah | Australia--Victoria--Lake Rowan,,http://nla.gov.au/nla.news-title1837,
9910214813607636,"The Gippsland farmers' journal : an agricultural, dairying and pastoral gazette.",1893-1922,"Traralgon, Vic. : T.A. Pettit",v. ; 67-77 cm.,Periodicals | Newspapers,Australia--Victoria--Gippsland | Australia--Victoria--Traralgon,,http://nla.gov.au/nla.news-title296,
9910181233607636,Mornington standard (1911) | Mornington standard.,1911-1939,"Frankston, Vic. : W.G. Pettit",v.,Newspapers,Australia--Victoria--Mornington | Australia--Victoria--Frankston,,http://nla.gov.au/nla.news-title210,
9910181213607636,Mornington & Dromana standard.,1908-1911,"Frankston, Vic. : Pettit & Co.",v.,Newspapers,Australia--Victoria--Mornington | Australia--Victoria--Frankston,,http://nla.gov.au/nla.news-title206,
9910012893607636,Oakleigh leader.,1888-1902,North Brighton Vic. : T.M. Donaldson & Co.,v.,Newspapers,Australia--Victoria--Oakleigh | Australia--Victoria--North Brighton,,http://nla.gov.au/nla.news-title215,
9910012803607636,Oakleigh leader [microform],1888-1902,North Brighton Vic. : T.M. Donaldson & Co.,v.,,Australia--Victoria--Oakleigh | Australia--Victoria--North Brighton,,http://nla.gov.au/nla.news-title215,
999998513607636,Lawloit times.,1886-1939,"Kaniva, Vic. : J.J. Potts.",v.,Newspapers,Australia--Victoria--Kaniva | Australia--Victoria--Lawloit,,http://nla.gov.au/nla.news-title1293,
999992173607636,"Elsternwick leader and East Brighton, South Brighton, Cheltenham, Mentone, Mordialloc, Oakleigh, Sandringham, Balaclava & Caulfield record.",1887-1887,Brighton Vic. : H. Lemon & A.H. Richardson,v.,Newspapers,Australia--Victoria--Elsternwick | Australia--Victoria--Brighton,,http://nla.gov.au/nla.news-title201,
999979823607636,The Hampden guardian and Western Province advertiser.,18uu-18uu,"Camperdown, Vic. : C.M. Williams.",v.,,Australia--Victoria--Hampden | Australia--Victoria--Camperdown,,http://nla.gov.au/nla.news-title1848,
999977043607636,"Alexandra & Yea standard and Yarck, Gobur, Thornton and Acheron express.",1908-1949,Alexandra Vic. : T.A. Fox,v.,Newspapers,Australia--Victoria--Alexandra | Australia--Victoria--Yea,,http://nla.gov.au/nla.news-title156,
999977033607636,"Alexandra & Yea standard, Gobur, Thornton and Acheron express.",1877-1908,"Alexandra, Vic. : J.J. Hamilton McColl",v.,Newspapers,Australia--Victoria--Alexandra | Australia--Victoria--Yea,,http://nla.gov.au/nla.news-title155,
999976953607636,"Alexandra & Yea standard and Yarck, Gobur, Thornton and Acheron express [microform].",1908-1949,Alexandra Vic. : T.A. Fox,v.,Newspapers,Australia--Victoria--Alexandra | Australia--Victoria--Yea,,http://nla.gov.au/nla.news-title156,
999976773607636,"Alexandra & Yea standard, Gobur, Thornton and Acheron express [microform].",1877-1908,"Alexandra, Vic. : J.J. Hamilton McColl",v.,Newspapers,Australia--Victoria--Alexandra | Australia--Victoria--Yea,,http://nla.gov.au/nla.news-title155,
999953883607636,Kerang times & Swan Hill gazette.,1877-1889,"Kerang, Vic. : Harcourt and Co.",v.,Newspapers,Australia--Victoria--Kerang | Australia--Victoria--Swan Hill,,http://nla.gov.au/nla.news-title195,
999740873607636,"Belfast gazette (Belfast, Vic.) | Belfast gazette.",1876-1890,"Port Fairy, Vic. : G.W. Osburne",v. : ill. ; 60-66 cm.,Newspapers,Australia--Victoria--Port Fairy | Australia--Victoria--Belfast,,http://nla.gov.au/nla.news-title1914,
999713093607636,The Gippsland daily news.,1890-1891,"Bairnsdale, Vic. : George Vogt",v.,Newspapers,Australia--Victoria--Gippsland | Australia--Victoria--Bairnsdale,,http://nla.gov.au/nla.news-title1834,
9926026903607636,The labor call.,1921-1953,Melbourne State Library of Victoria,20 microfilm reels : negative ; 35 mm.,Newspapers | Periodicals,Australia--Victoria--Melbourne,,http://nla.gov.au/nla.news-title795,
9910433903607636,The illustrated Australian news and musical times.,1889-1890,Melbourne : David Syme & Co.,12 v. : ill. ; 41 cm.,,Australia--Victoria--Melbourne,,http://nla.gov.au/nla.news-title105,
9910423263607636,Bell's life in Victoria and sporting chronicle.,1857-1868,Melbourne : C. F. Somerton,12 years : ill.,Newspapers | Periodicals,Australia--Victoria--Melbourne,,http://nla.gov.au/nla.news-title959,
9910311683607636,The Australian Israelite = Ha-Israʾeli.,1871-1875,"Melbourne, Vic. : Walker, May & Co",,Periodicals | Newspapers,Australia--Victoria--Melbourne,,http://nla.gov.au/nla.news-title1706,
9910271223607636,West Bourke and South Grant guardian.,18uu-18uu,"Bacchus Marsh, Vic. : J.W. Swords",v.,Newspapers,Australia--Victoria--Bacchus Marsh,,http://nla.gov.au/nla.news-title1704,
9910271053607636,The Mount Ararat advertiser.,1857-185u,Ararat Vic. : E.H. Nuthall,v. ; 53 cm.,Newspapers,Australia--Victoria--Ararat,,http://nla.gov.au/nla.news-title1883,
9910268253607636,"Queenscliff sentinel, Drysdale, St. Leonards, Sorrento, Portsea, Portarlington, Point Lonsdale and Bellarineshire advertiser [microform].",18uu-1884,"Queenscliff, Vic. : T.S. Goode",v. ; 52 cm.,Newspapers,Australia--Victoria--Queenscliff,,http://nla.gov.au/nla.news-title234,
9910252853607636,The arena-sun.,1903-1904,Melbourne : Frederick T. Hodgkins,volumes,Newspapers,Australia--Victoria--Melbourne,,http://nla.gov.au/nla.news-title1504,
9910248223607636,The Yarrawonga mercury and Tungamah & Lake Rowan express and St. James gazette.,1927-1936,"Yarrawonga and Tungamah, County of Moira, Victoria : A. Ewins",volumes : portraits ; 68 cm,Newspapers,Australia--Victoria--Yarrawonga | Australia--Victoria--Tungamah | Australia--Victoria--Lake Rowan | Australia--Victoria--St. James,,http://nla.gov.au/nla.news-title1912,
9910218173607636,The north eastern despatch.,1907-1920,"Wangaratta, Vic. : Reginald Grantley Norton & Andrew Scott Gerand",v. ; 67 cm.,Newspapers,Australia--Victoria--Wangaratta,,http://nla.gov.au/nla.news-title1830,
9910150963607636,"Melbourne times (Melbourne, Vic.) | Melbourne times.",1842-1843,Melbourne : Ryland John Howard,,,Australia--Victoria--Melbourne,,http://nla.gov.au/nla.news-title1025,
9910149483607636,The Labor call.,1906-1953,Melbourne : Printing and Publishing Co-operative Society Ltd.,v. : ill. ; 43 cm.,Newspapers | Periodicals,Australia--Victoria--Melbourne,,http://nla.gov.au/nla.news-title795,
9910146903607636,The Jewish post = Di eydishe post.,1946-1966,Melbourne Vic. : Jewish Post,v. : ill. ; 38-44 cm.,Newspapers,Australia--Victoria--Melbourne,,http://nla.gov.au/nla.news-title1776,
9910057503607636,"The Queenscliff sentinel, Drysdale, St. Leonards, Sorrento, Portsea, Portarlington, Point Lonsdale and Bellarineshire advertiser.",1881-1884,"Queenscliff, Vic. : T.S. Goode",v. ; 52 cm.,Newspapers,Australia--Victoria--Queenscliff,,http://nla.gov.au/nla.news-title234,
999981633607636,The illustrated Australian news and musical times [microform],1889-1890,Melbourne : David Syme & Co.,12 v. : ill. ; 41 cm.,,Australia--Victoria--Melbourne,,http://nla.gov.au/nla.news-title105,
999961403607636,The Western Port times and Phillip Island and Bass Valley advertiser.,1898-1910,"Grantville, Vic. : Thomas Cox Monger",v.,Newspapers,Australia--Victoria--Grantville | Australia--Victoria--Western Port | Australia--Victoria--Phillip Island,,http://nla.gov.au/nla.news-title1365,
999799073607636,The Yarrawonga mercury and Mulwala (N.S.W.) news.,1882-1897,"Yarrawonga, Victoria : John Mitchell",volumes : 43-68 cm,Newspapers,Australia--Victoria--Yarrawonga | Australia--New South Wales--Mulwala,,http://nla.gov.au/nla.news-title1863,
9910308973607636,"Essendon gazette and Keilor, Bulla & Broadmeadows reporter (1890) | The Essendon gazette and Keilor, Bulla & Broadmeadows reporter.",18uu-1900,"Moonee Ponds, Vic. : C.Mott & Co.",v.,Newspapers,Australia--Victoria--Moonee Ponds | Australia--Victoria--Essendon,,http://nla.gov.au/nla.news-title1827,Y
9910067203607636,The North Eastern ensign [microform],1872-1938,Benalla Vic. : J.G. O'Shea,v. ; 60 cm.,,Australia--Victoria--Benalla,,http://nla.gov.au/nla.news-title222,Y
999824123607636,The North Eastern ensign.,1872-1938,Benalla Vic. : J.G. O'Shea,v. ; 60 cm.,Newspapers,Australia--Victoria--Benalla,,http://nla.gov.au/nla.news-title222,Y
